PCE,core PCE,trimmed,Dates
,,,1959_JAN
,,,1959_FEB
,,,1959_MAR
0.120900378088451,0.148377524030711,,1959_APR
0.105408788457736,0.163303895657404,,1959_MAY
0.179954791844975,0.223209494988515,,1959_JUN
0.183980550627509,0.218368657675017,,1959_JUL
0.21453120553403,0.23093206748348,,1959_AUG
0.205181935258551,0.219592793945211,,1959_SEP
0.215643991374237,0.197805002552324,,1959_OCT
0.189233278955954,0.205984158331744,,1959_NOV
0.141013125067794,0.169441267420682,,1959_DEC
0.0411202008397207,0.120520139549633,,1960_JAN
0.0540704213167173,0.122409353763035,,1960_FEB
0.0345647007993073,0.0737556370379754,,1960_MAR
0.17508592179496,0.126406269750978,,1960_APR
0.174904450346573,0.11775590882328,,1960_MAY
0.170486425827613,0.134569692382095,,1960_JUN
0.109663269255581,0.132225160559122,,1960_JUL
0.131030631095075,0.125722906713606,,1960_AUG
0.135265700483093,0.134028606730752,,1960_SEP
0.113590089800468,0.0940733772342457,,1960_OCT
0.171170592892141,0.135688042752176,,1960_NOV
0.158241382259861,0.0980330809502957,,1960_DEC
0.12601990687342,0.0875547217010627,,1961_JAN
0.0425740255869907,0.03118567953595,,1961_FEB
0.0170263482739556,0.051992346726563,,1961_MAR
-0.0085115437812533,0.089404524284764,,1961_APR
-0.019133873333758,0.0997008973080787,,1961_MAY
0.0148904488406728,0.139122490084927,,1961_JUN
0.106421471596111,0.14515292897875,,1961_JUL
0.114869176770897,0.136679920477138,,1961_AUG
0.138206714720083,0.153019023986759,,1961_SEP
0.0636496722041877,0.111489625270988,,1961_OCT
0.0381582294581553,0.0824980406715377,,1961_NOV
0.00846991064244277,0.0452842616607053,,1961_DEC
0.0741164263176867,0.0740786468300447,,1962_JAN
0.160928302206413,0.123441550425873,,1962_FEB
0.196875396926203,0.172668968919587,,1962_MAR
0.171146044624744,0.139616055846425,,1962_APR
0.103257891853163,0.131185176075103,,1962_MAY
0.079971378664482,0.114519427402867,,1962_JUN
0.0231233314414251,0.136989102210228,,1962_JUL
0.050419108842248,0.0939197190575373,,1962_AUG
0.193151518968733,0.097823428711171,,1962_SEP
0.178556423829927,0.0671960904092827,,1962_OCT
0.153126507666812,0.0875478459157883,,1962_NOV
-0.0229611539023492,0.0325123953507293,,1962_DEC
0.091936730813432,0.097543132353839,,1963_JAN
0.104401570199612,0.11168646563103,,1963_FEB
0.0898191084931277,0.121802679658948,,1963_MAR
0.00625117209476963,0.0992847445950553,,1963_APR
0.024978144123892,0.121432908318157,,1963_MAY
0.124992187988249,0.157766990291264,,1963_JUN
0.19375,0.147474747474748,,1963_JUL
0.185115853404882,0.116959064327486,,1963_AUG
0.105846460369833,0.120787534726411,,1963_SEP
0.103564696866136,0.164926889116838,,1963_OCT
0.105491777846733,0.164777750984646,,1963_NOV
0.161370407149956,0.15244513980824,,1963_DEC
0.167255157034011,0.124086860802556,,1964_JAN
0.167017196585428,0.157968406318728,,1964_FEB
0.137945233683342,0.141767501297877,,1964_MAR
0.0924556213017717,0.125620625710362,,1964_APR
0.0492398596663983,0.0895575855274963,,1964_MAY
0.0758647556949803,0.081519037677702,,1964_JUN
0.094248775790362,0.085419149781485,,1964_JUL
0.114723536762747,0.101226628557812,,1964_AUG
0.118653082934417,0.091237256535363,,1964_SEP
0.0960261518030413,0.0713309160078463,,1964_OCT
0.118413262285374,0.0751954091223897,,1964_NOV
0.116193737769077,0.108790252393387,,1964_DEC
0.132420649472357,0.140380014631155,,1965_JAN
0.0996846709388674,0.132282967087205,,1965_FEB
0.093444654356345,0.104493207941488,,1965_MAR
0.109575698545084,0.0984445757038783,,1965_APR
0.170378483631498,0.119960668633238,,1965_MAY
0.224855666970525,0.092374213836477,,1965_JUN
0.196185506542886,0.0863761287789533,,1965_JUL
0.129152036162572,0.0881782376109587,,1965_AUG
0.0482916817578173,0.135238431234197,,1965_SEP
0.0341818474283163,0.0900689223057637,,1965_OCT
0.0824186869296047,0.0898999374609133,,1965_NOV
0.186859553948164,0.152260482548601,,1965_DEC
0.216932811087678,0.173794180824053,,1966_JAN
0.298782810964722,0.192959887732432,,1966_FEB
0.259745449459525,0.134079514981929,,1966_MAR
0.335269113332933,0.244769508712632,,1966_APR
0.238492725971858,0.251923337790435,,1966_MAY
0.239893733024051,0.317405020418438,,1966_JUN
0.189674589532333,0.295053514608042,,1966_JUL
0.276264898571317,0.26734368088012,,1966_AUG
0.299200818865393,0.262648338797189,,1966_SEP
0.322194062985015,0.27334939022059,,1966_OCT
0.242680444653202,0.295745086815498,,1966_NOV
0.206796987787272,0.294833751807041,,1966_DEC
0.120638997528847,0.216142426483135,,1967_JAN
0.110748426206582,0.192907801418437,,1967_FEB
0.0581665891112193,0.14141071327564,,1967_MAR
0.112448864848099,0.203447301497602,,1967_APR
0.137492980111927,0.21624264304921,,1967_MAY
0.226454534897217,0.249708985768467,,1967_JUN
0.284041504840293,0.271489823812465,,1967_JUL
0.323999074288365,0.300788401898148,,1967_AUG
0.319126439433259,0.33543914574831,,1967_SEP
0.29888492930222,0.345442389124137,,1967_OCT
0.305600122240042,0.349941676387267,,1967_NOV
0.257069408740366,0.313647349679891,,1967_DEC
0.319015608978016,0.3382228594537,,1968_JAN
0.344462109167993,0.375622984462033,,1968_FEB
0.400604686318973,0.425874138655847,,1968_MAR
0.34984764699244,0.400334825490407,,1968_APR
0.337192312015283,0.382308709753407,,1968_MAY
0.336096795877213,0.38079768994767,,1968_JUN
0.333184424093513,0.368612219944613,,1968_JUL
0.346797225622193,0.37259959873889,,1968_AUG
0.35492457852706,0.376496618667803,,1968_SEP
0.399918910451333,0.40192783083463,,1968_OCT
0.376264155791713,0.398596938775517,,1968_NOV
0.329236172080775,0.36346954619239,,1968_DEC
0.313228438228437,0.353207865464703,,1969_JAN
0.284946822026207,0.341368625597393,,1969_FEB
0.373107295515467,0.397947429050163,,1969_MAR
0.389694739121027,0.399930446878797,,1969_APR
0.439093739315083,0.419352602758717,,1969_MAY
0.444205624216373,0.37772948359723,,1969_JUN
0.444040231114913,0.405498281786947,,1969_JUL
0.40141382923927,0.364513810452817,,1969_AUG
0.378265634390353,0.383729854182653,,1969_SEP
0.344930749872413,0.37176614381748,,1969_OCT
0.39839239017884,0.40627697933066,,1969_NOV
0.412472035794183,0.39622323385601,,1969_DEC
0.418038355019073,0.36262906069,,1970_JAN
0.405827263267433,0.362918736306923,,1970_FEB
0.33492162143498,0.363242522702657,,1970_MAR
0.385336567408097,0.38529885572883,,1970_APR
0.358109728933213,0.375554232016413,,1970_MAY
0.362355997675453,0.370864856846163,,1970_JUN
0.314609798819795,0.366119949432757,,1970_JUL
0.296665480004747,0.363190184049083,,1970_AUG
0.360150147103583,0.383085550339073,,1970_SEP
0.404326291317087,0.420604761440777,,1970_OCT
0.448633934872467,0.477415804890677,,1970_NOV
0.446630200230843,0.506051668842367,,1970_DEC
0.351210093545053,0.473097586400447,,1971_JAN
0.316670811572576,0.427595889973837,,1971_FEB
0.278960747416727,0.36671905510311,,1971_MAR
0.339312480440123,0.358950031625553,,1971_APR
0.381027460254893,0.37807183364839,,1971_MAY
0.419060714694953,0.403555053074553,,1971_JUN
0.388070896313327,0.406752084604433,,1971_JUL
0.3458690568979,0.306853582554519,,1971_AUG
0.247344682089334,0.229617562640601,,1971_SEP
0.198249601083115,0.154557116582432,,1971_OCT
0.17035501341948,0.183667484681512,,1971_NOV
0.251941716413118,0.232669224487281,,1971_DEC
0.33807601102352,0.323071952739181,,1972_JAN
0.40133672310964,0.33769263830048,,1972_FEB
0.316944590440701,0.298384135145061,,1972_MAR
0.229994448409869,0.233121543173202,,1972_APR
0.172212216007842,0.22033795283248,,1972_MAY
0.17512305944718,0.222940079166478,,1972_JUN
0.244171392564592,0.240581025873809,,1972_JUL
0.267207368636139,0.233986987304324,,1972_AUG
0.36724892885729,0.27720027720027,,1972_SEP
0.284619594964419,0.201300944912641,,1972_OCT
0.286912725514961,0.218864304131442,,1972_NOV
0.243716915816764,0.20767966532198,,1972_DEC
0.307019584128021,0.209051949409426,,1973_JAN
0.38340831439482,0.226372382569321,,1973_FEB
0.51471721374634,0.261333095757791,,1973_MAR
0.663747407236683,0.43478906052917,,1973_APR
0.65263576199428,0.45856631460608,,1973_MAY
0.60553633217993,0.46850828729282,,1973_JUN
0.4775462858348,0.41747231499385,,1973_JUL
0.700065959105353,0.44358839666141,,1973_AUG
0.640939647334137,0.467826061689113,,1973_SEP
0.709915047822733,0.45426269114477,,1973_OCT
0.59757153973777,0.460802949138877,,1973_NOV
0.74145571008643,0.47711154094133,,1973_DEC
0.873978419567807,0.51238136016556,,1974_JAN
0.990913024664653,0.563888415430943,,1974_FEB
1.10586552217453,0.639884735994573,,1974_MAR
1.02027802576202,0.726715582918673,,1974_APR
0.959504699471917,0.836650604092467,,1974_MAY
0.85434580927457,0.920266655579117,,1974_JUN
0.86485445970658,0.967080736797217,,1974_JUL
0.88500394847916,0.967407891868327,,1974_AUG
0.949102200621033,0.92386539888057,,1974_SEP
0.94215717808513,0.88901366273629,,1974_OCT
0.842219746405644,0.810359895129897,,1974_NOV
0.758739285104813,0.74540682414698,,1974_DEC
0.725969371130667,0.677109782934227,,1975_JAN
0.655877672992593,0.669614002430257,,1975_FEB
0.503125280761877,0.60715752721298,,1975_MAR
0.408184091025053,0.575570784996873,,1975_APR
0.360305498464893,0.480281832927817,,1975_MAY
0.4564477993147,0.46896864717673,,1975_JUN
0.63133222440647,0.511855476100863,,1975_JUL
0.642618671084667,0.484703119339407,,1975_AUG
0.59871276754977,0.503487114459407,,1975_SEP
0.505818770946953,0.464576074332167,,1975_OCT
0.576283708902843,0.571337101203007,,1975_NOV
0.595500661667403,0.59274499718324,,1975_DEC
0.52749555344395,0.59710950257123,,1976_JAN
0.35466143752875,0.50844379880152,,1976_FEB
0.220296135789096,0.415132481409283,,1976_MAR
0.16909516100018,0.37470669922904,,1976_APR
0.285053836848596,0.399451499433613,,1976_MAY
0.38149224458556,0.42547628385686,,1976_JUN
0.476088201603667,0.478270649098503,,1976_JUL
0.501145985488147,0.513726876399197,,1976_AUG
0.542707150964813,0.573842633339193,,1976_SEP
0.548203046879593,0.554369011355817,,1976_OCT
0.515952406022957,0.512891921372043,,1976_NOV
0.515397950042467,0.498373364712397,,1976_DEC
0.534703656123057,0.538412086145933,,1977_JAN
0.645191022627773,0.59197293837996,,1977_FEB
0.62555853440572,0.552410829980223,,1977_MAR
0.625363086491473,0.51290741682201,0.494362512075382,1977_APR
0.532347755323477,0.478339958229463,0.461256019055726,1977_MAY
0.552181736392267,0.536696632228633,0.455430231131748,1977_JUN
0.531106042309587,0.57856848804477,0.480594549413101,1977_JUL
0.517304675766777,0.572307828551193,0.492030003864448,1977_AUG
0.455787505669687,0.51278665434218,0.457071528473459,1977_SEP
0.43803171877923,0.46808184870457,0.429237361918829,1977_OCT
0.474343806143463,0.47667243462078,0.439553218484982,1977_NOV
0.510755328553187,0.50826885146412,0.455872609883978,1977_DEC
0.552930313399593,0.54680169540881,0.457486576919005,1978_JAN
0.516293488005357,0.502140534972803,0.427218480849286,1978_FEB
0.570765212344013,0.51130965724106,0.442907436720789,1978_MAR
0.627257378555703,0.527365718045037,0.496732345740658,1978_APR
0.711573438846173,0.59616299349928,0.563906393082407,1978_MAY
0.713334601483737,0.60135831283248,0.572412607677146,1978_JUN
0.641892954910167,0.58182653839324,0.569234191976024,1978_JUL
0.57173206698325,0.56388049471947,0.536089617549814,1978_AUG
0.54319148275755,0.570047710514897,0.553277505689653,1978_SEP
0.627707632307387,0.619071085376363,0.605542943982074,1978_OCT
0.648094111865343,0.619855809488793,0.635345277919012,1978_NOV
0.61389041597948,0.556401665143673,0.613327461298296,1978_DEC
0.59994545950368,0.481791700684387,0.610460773644224,1979_JAN
0.588530681932313,0.411039931025493,0.605736185719656,1979_FEB
0.694756835107714,0.473365689975433,0.613710783770742,1979_MAR
0.79173735750216,0.612040100549443,0.568531856563685,1979_APR
0.962221695878727,0.79523059706666,0.606345599405519,1979_MAY
0.97728162945554,0.790696758438697,0.617473116644329,1979_JUN
0.88191113049377,0.647836479828283,0.646747109937455,1979_JUL
0.790384928970877,0.57841487241986,0.642592303249493,1979_AUG
0.80959719923132,0.619439234357713,0.681777051292191,1979_SEP
0.82802247084927,0.696737393168527,0.730267334311652,1979_OCT
0.80393534785664,0.688343791595353,0.69910909595808,1979_NOV
0.789471240027114,0.700680850260153,0.689682253185264,1979_DEC
0.86783483500083,0.710596132032133,0.691748449224602,1980_JAN
1.00000914921454,0.831842909307697,0.752709420535684,1980_FEB
1.13231171234928,0.902675656428333,0.788237944445247,1980_MAR
0.952663146931003,0.818761760521367,0.695197378994764,1980_APR
0.849189006733107,0.754332869827593,0.669855468268262,1980_MAY
0.647589964988023,0.6654600138675,0.655065855622317,1980_JUN
0.734145170442147,0.729253455890913,0.661455255660111,1980_JUL
0.752732879441473,0.70120244221079,0.645840504808811,1980_AUG
0.85216268560362,0.79545855846311,0.665538955975535,1980_SEP
0.86011035378124,0.836379895321007,0.720374143574213,1980_OCT
0.8538537775406,0.858227142956617,0.722726541843547,1980_NOV
0.76041797809392,0.742426986056867,0.683136737079419,1980_DEC
0.814328179252117,0.75775069488988,0.698498858032111,1981_JAN
0.881257381666217,0.738251616516477,0.738448154615871,1981_FEB
0.897729417460593,0.722877338596757,0.714991774127727,1981_MAR
0.720131997106463,0.64557671240896,0.668124472809129,1981_APR
0.53026279792079,0.631765956033737,0.584435522593885,1981_MAY
0.429901314475207,0.612590299277603,0.549183711745334,1981_JUN
0.4861127686151,0.600497132872297,0.53389765488383,1981_JUL
0.545720961546073,0.59394324542322,0.547851988565588,1981_AUG
0.615340922538047,0.646934358051417,0.585736598034618,1981_SEP
0.564599604780273,0.64466739191748,0.569286825803557,1981_OCT
0.534592665326287,0.615564414133167,0.532264889960129,1981_NOV
0.434550228894107,0.519304942542443,0.470125144028769,1981_DEC
0.481940717436227,0.52492193367327,0.448297289863353,1982_JAN
0.402669121030833,0.4582144569412,0.411454855327942,1982_FEB
0.385374134055143,0.480799348493397,0.413864021585246,1982_MAR
0.202950767336326,0.407823359561667,0.358661922900113,1982_APR
0.300860141714976,0.461304678172143,0.391204370479252,1982_MAY
0.458070660800947,0.483226035539497,0.402414669157595,1982_JUN
0.641432456935633,0.568203661415203,0.503835772982571,1982_JUL
0.545266098868913,0.539891562856077,0.458242613922066,1982_AUG
0.394446432832257,0.495343316289267,0.392699591330126,1982_SEP
0.383968215140803,0.490640781396473,0.345638302945902,1982_OCT
0.3813070852177,0.459796064266093,0.304975278001011,1982_NOV
0.338985548898663,0.44235512869535,0.301710531809192,1982_DEC
0.307047434798221,0.458937737943573,0.311274555201805,1983_JAN
0.263019463440295,0.459478317670983,0.343043906764096,1983_FEB
0.255327220070178,0.39512530799796,0.324454719577176,1983_MAR
0.251964158643022,0.267507404222796,0.304755064530826,1983_APR
0.289955926699144,0.191835987552628,0.284722801274007,1983_MAY
0.372115920624923,0.305669511294412,0.314701976512303,1983_JUN
0.40862214342853,0.430145155763583,0.283554523149343,1983_JUL
0.45705415660573,0.555470621209803,0.283554523149343,1983_AUG
0.4496280544995,0.534046361310987,0.305423490322032,1983_SEP
0.316816175423607,0.367083414307617,0.272024242482509,1983_OCT
0.221182475542318,0.272108843537418,0.297438573748265,1983_NOV
0.122213980431633,0.161895388477618,0.250004311268863,1983_DEC
0.210867802108676,0.213579376775382,0.319333861243461,1984_JAN
0.388743344882953,0.34661552667093,0.331702132368483,1984_FEB
0.48073539141574,0.449270733524963,0.375474859594497,1984_MAR
0.462534690101757,0.495886476659383,0.367449138548219,1984_APR
0.27914682705427,0.362028484260547,0.303389865733394,1984_MAY
0.228971087196358,0.313738672493239,0.287455607903301,1984_JUN
0.221190002211902,0.300419611615295,0.289058620745797,1984_JUL
0.281660971316144,0.333103846341073,0.341792644738563,1984_AUG
0.267377836582527,0.30526301183588,0.356673245041147,1984_SEP
0.226598549769282,0.236254740637887,0.317889048249372,1984_OCT
0.171140273413702,0.196920873612605,0.2619028368357,1984_NOV
0.22013030073081,0.278430887266431,0.254897145566679,1984_DEC
0.308275702145651,0.39098672702953,0.251919741233057,1985_JAN
0.416811392844737,0.49420236286227,0.349337101814196,1985_FEB
0.453671821410867,0.478615696140397,0.35663237666134,1985_MAR
0.33450918379759,0.330180684090986,0.330442339989371,1985_APR
0.25829885985269,0.271819776069064,0.262534166828495,1985_MAY
0.21842985118629,0.265494458223266,0.267105784208847,1985_JUN
0.252236339428487,0.323585488332127,0.268472817166939,1985_JUL
0.283679422228452,0.372652523265697,0.290921652569661,1985_AUG
0.248959893493087,0.330746045717641,0.273392459183304,1985_SEP
0.222452421743228,0.286565338226885,0.287847641951237,1985_OCT
0.209144097635883,0.204446208813021,0.286230500376853,1985_NOV
0.26495404600025,0.226474394527639,0.294606318601609,1985_DEC
0.363458861865847,0.35334058472593,0.336232840447104,1986_JAN
0.265719547487508,0.357737050116067,0.303114763355354,1986_FEB
0.079973779088823,0.368570510424257,0.24508148303121,1986_MAR
-0.14094432699084,0.248527426077764,0.204924417958689,1986_APR
-0.080259963980896,0.219259721924026,0.194838655812394,1986_MAY
0.117057731041877,0.217945474712485,0.255747969248225,1986_JUN
0.193966082147257,0.218199241158727,0.249492383594233,1986_JUL
0.174643354722237,0.22946157326611,0.266129542717689,1986_AUG
0.159658006034421,0.239084904140485,0.260199097704968,1986_SEP
0.21108591978735,0.292042172433534,0.286773239608951,1986_OCT
0.229041409645762,0.294655753490614,0.288949791465491,1986_NOV
0.165382520040473,0.227784602784601,0.270530415737783,1986_DEC
0.262844416822043,0.194491738883684,0.300873284487017,1987_JAN
0.320537676101851,0.191534310731016,0.310380889308741,1987_FEB
0.36333597929694,0.247210147690587,0.335304328740419,1987_MAR
0.330802533369301,0.308747638429252,0.338245043188505,1987_APR
0.298281998105332,0.334693619309733,0.337430588847062,1987_MAY
0.336435949489917,0.327397286198217,0.317398212171693,1987_JUN
0.288754476012391,0.271993467131508,0.255625283717735,1987_JUL
0.336238945351657,0.291276731687155,0.292242063908854,1987_AUG
0.322329876187403,0.332333833083457,0.297123236411268,1987_SEP
0.35122234202877,0.388799581292757,0.331038582277314,1987_OCT
0.282006833484072,0.345262268919563,0.28378544116261,1987_NOV
0.230981577810748,0.28266409361933,0.242335938551993,1987_DEC
0.254586297266942,0.298091965066583,0.264858189015775,1988_JAN
0.241026886642626,0.296856273624043,0.26186514043931,1988_FEB
0.294044510754699,0.369832011628553,0.313349717186277,1988_MAR
0.326967377573006,0.374195753824367,0.30263010339923,1988_APR
0.374712473102323,0.41972781656249,0.309708439558576,1988_MAY
0.402393408882233,0.417940505653417,0.328825331079926,1988_JUN
0.402286162827773,0.391773363033257,0.34196191169924,1988_JUL
0.404177520147727,0.36096522100096,0.365821398533761,1988_AUG
0.424992997966367,0.398986358979887,0.387776577265853,1988_SEP
0.3714341113454,0.38960883988449,0.347056893233999,1988_OCT
0.34979610330766,0.398164515149897,0.333259580581443,1988_NOV
0.2909842964673,0.329739937603968,0.28764025578758,1988_DEC
0.35355805243446,0.372133071483753,0.33896587236298,1989_JAN
0.38741614951394,0.365233961465163,0.352765523579827,1989_FEB
0.407667000429127,0.354061151753893,0.360611113070678,1989_MAR
0.45895223694743,0.296869167599848,0.335980488410281,1989_APR
0.469841494982453,0.311825517333656,0.339216833633397,1989_MAY
0.418050354459593,0.301037098907216,0.318082484435707,1989_JUN
0.274906853369365,0.274593457160529,0.303810200209072,1989_JUL
0.156768128864567,0.22132692407449,0.272958319393609,1989_AUG
0.15817080120489,0.248331522582642,0.281093275002571,1989_SEP
0.208844567430688,0.283817256089169,0.31462561048378,1989_OCT
0.277845450643281,0.326365151072709,0.323328050872126,1989_NOV
0.300378511650516,0.305265980816749,0.334694994151049,1989_DEC
0.42315963034066,0.312690101368444,0.310843521393389,1990_JAN
0.498173555382973,0.38613979281134,0.318976622725642,1990_FEB
0.52770751237532,0.452330065248607,0.362142938709679,1990_MAR
0.343848023727793,0.422996119249987,0.352427284042952,1990_APR
0.271491160950614,0.36266003004417,0.334215395440636,1990_MAY
0.293056426066777,0.331916412848236,0.316608043198811,1990_JUN
0.30540200934237,0.316469776858212,0.322003690065757,1990_JUL
0.453139933659417,0.35376639219274,0.381915381021821,1990_AUG
0.511037972416267,0.340243141283757,0.342254013192197,1990_SEP
0.620892588932253,0.369690859104253,0.332799691381491,1990_OCT
0.43929712460064,0.270494186843995,0.24096853343003,1990_NOV
0.2646158934921,0.200114819978673,0.241780654473075,1990_DEC
0.200621598066138,0.25338390113124,0.248787657167789,1991_JAN
0.175185039197652,0.305326062110178,0.268528379750732,1991_FEB
0.150955779801458,0.328816857163039,0.23009247425636,1991_MAR
0.0844543973497647,0.228758700131415,0.199538302734588,1991_APR
0.205855443732846,0.269656619261031,0.245822388851128,1991_MAY
0.255358999907436,0.272324119521228,0.250484428520958,1991_JUN
0.247287984521405,0.307229562788695,0.241216835729596,1991_JUL
0.186730750495245,0.265887727970641,0.204196622121115,1991_AUG
0.245312584427511,0.32723700927794,0.232524319773549,1991_SEP
0.255177734259093,0.299101630689321,0.24342163157336,1991_OCT
0.250816769200135,0.269621892448465,0.261333202911329,1991_NOV
0.219382938551319,0.218327914783393,0.276221310971225,1991_DEC
0.202377128172178,0.23578187802639,0.2666789806405,1992_JAN
0.213685487015932,0.26429955353382,0.244678399370331,1992_FEB
0.211021054146084,0.265225520472256,0.225192097098755,1992_MAR
0.255968155645666,0.283884078921874,0.217819563379621,1992_APR
0.215509233455953,0.23975930046698,0.213458446861581,1992_MAY
0.193807685586744,0.182368603421231,0.190300519428166,1992_JUN
0.213881715489787,0.19891040722102,0.201207493703744,1992_JUL
0.214124856942447,0.182554623766329,0.188365217202106,1992_AUG
0.209534338887574,0.21091470650727,0.170262663587661,1992_SEP
0.217240727913863,0.21321851542091,0.185994257477895,1992_OCT
0.23843586075345,0.255834945196646,0.214608217043888,1992_NOV
0.242232092874817,0.263659302744738,0.24121167356194,1992_DEC
0.205407321676206,0.23238276981794,0.221092905981513,1993_JAN
0.189914252414258,0.223174296054015,0.214031156904348,1993_FEB
0.199970913321705,0.234000592665258,0.208569283100927,1993_MAR
0.20777632697051,0.233830541631005,0.223800804031941,1993_APR
0.260752145772865,0.283214098672402,0.232492398802734,1993_MAY
0.203425184450875,0.242009132420096,0.217685726470696,1993_JUN
0.167869041550158,0.213989770985412,0.196180215398326,1993_JUL
0.12166386891103,0.163354206370814,0.161302008593537,1993_AUG
0.145228748107666,0.181835582352371,0.170070244900152,1993_SEP
0.196744493459781,0.167385469131716,0.180697564886434,1993_OCT
0.203058667075847,0.191155663927267,0.194377346683727,1993_NOV
0.175766679951354,0.155800695342016,0.19684065749032,1993_DEC
0.082005205547834,0.127537623598961,0.179646692267118,1994_JAN
0.0960849207680767,0.11374010386267,0.189181946263961,1994_FEB
0.180435688654409,0.212419033942172,0.211257593840249,1994_MAR
0.20882872995549,0.23616633284506,0.205224736949542,1994_APR
0.179958229413798,0.238141403294205,0.20495258460506,1994_MAY
